date,league,home_team,away_team,home_goals,away_goals
2022-05-13T18:30:00+00:00,Ekstraklasa,Jagiellonia,Legia Warszawa,2,2
2022-05-14T10:30:00+00:00,Ekstraklasa,Nieciecza,Piast Gliwice,0,1
2022-05-14T13:00:00+00:00,Ekstraklasa,Warta Poznań,Lech Poznan,1,2
2022-05-14T15:30:00+00:00,Ekstraklasa,Zaglebie Lubin,Raków Częstochowa,1,0
2022-05-14T18:00:00+00:00,Ekstraklasa,Lechia Gdansk,Pogon Szczecin,0,0
2022-05-15T10:30:00+00:00,Ekstraklasa,Stal Mielec,Slask Wroclaw,1,1
2022-05-15T13:00:00+00:00,Ekstraklasa,Gornik Zabrze,Górnik Łęczna,4,2
2022-05-15T15:30:00+00:00,Ekstraklasa,Radomiak Radom,Wisla Krakow,4,2
2022-05-21T15:30:00+00:00,Ekstraklasa,Slask Wroclaw,Gornik Zabrze,3,4
2022-05-21T15:30:00+00:00,Ekstraklasa,Wisla Krakow,Warta Poznań,0,1
2022-05-21T15:30:00+00:00,Ekstraklasa,Legia Warszawa,Cracovia Krakow,3,0
2022-05-21T15:30:00+00:00,Ekstraklasa,Wisla Plock,Stal Mielec,3,0
2022-05-21T15:30:00+00:00,Ekstraklasa,Lech Poznan,Zaglebie Lubin,2,1
2022-05-21T15:30:00+00:00,Ekstraklasa,Pogon Szczecin,Nieciecza,2,2
2022-05-21T15:30:00+00:00,Ekstraklasa,Piast Gliwice,Radomiak Radom,1,1
2022-05-21T15:30:00+00:00,Ekstraklasa,Raków Częstochowa,Lechia Gdansk,3,0
2022-05-21T15:30:00+00:00,Ekstraklasa,Górnik Łęczna,Jagiellonia,0,1
