date,league,home_team,away_team,home_goals,away_goals
2026-11-25T00:00:00+00:00,Ekstraklasa,GKS Katowice,ŁKS Łódź,3,0
2026-11-28T00:00:00+00:00,Ekstraklasa,GKS Katowice,Ruch Chorzów,2,3
2026-12-01T00:00:00+00:00,Ekstraklasa,GKS Katowice,Arka Gdynia,4,0
2026-12-04T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Legia Warszawa,0,3
2026-12-07T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Lech Poznań,0,0
2026-12-10T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Raków Częstochowa,2,4
2026-12-13T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Pogoń Szczecin,0,3
2026-12-16T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Śląsk Wrocław,4,3
2026-12-19T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Górnik Zabrze,2,4
2026-12-22T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Cracovia,1,3
2026-12-25T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Jagiellonia Białystok,4,3
2026-12-28T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Piast Gliwice,0,0
2026-12-31T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Zagłębie Lubin,2,0
2027-01-03T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Radomiak Radom,1,4
2027-01-06T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Widzew Łódź,2,0
2027-01-09T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Stal Mielec,3,1
2027-01-12T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Korona Kielce,1,2
2027-01-15T00:00:00+00:00,Ekstraklasa,Arka Gdynia,ŁKS Łódź,0,1
2027-01-18T00:00:00+00:00,Ekstraklasa,Arka Gdynia,Ruch Chorzów,2,4
2027-01-21T00:00:00+00:00,Ekstraklasa,Arka Gdynia,GKS Katowice,2,4
